OBJECTID,LOCNUM,SALESVOL,SHAPE
352,885337527,56243,"{""y"": 35.18420000000001, ""x"": -111.65979999999996}"
353,223457359,16875,"{""y"": 37.10320000000004, ""x"": -113.5542}"
354,903913796,31888,"{""y"": 36.76870000000009, ""x"": -108.1479}"
355,404463744,35903,"{""y"": 26.196100000000047, ""x"": -98.28689999999993}"
356,404465608,71807,"{""y"": 26.187900000000052, ""x"": -98.21449999999997}"
357,404470188,35903,"{""y"": 26.242300000000057, ""x"": -98.25449999999994}"
358,404467895,50264,"{""y"": 27.570200000000057, ""x"": -99.50219999999995}"
359,202867891,65823,"{""y"": 26.268900000000098, ""x"": -98.21669999999997}"
360,606960904,239,"{""y"": 27.515800000000052, ""x"": -99.45159999999996}"
361,404470180,47871,"{""y"": 26.18270000000009, ""x"": -97.72199999999998}"
362,404470184,35903,"{""y"": 25.96690000000012, ""x"": -97.50939999999996}"
363,404461002,47871,"{""y"": 27.71010000000016, ""x"": -97.37579999999993}"
364,472295849,33509,"{""y"": 31.819100000000073, ""x"": -106.54600000000002}"
365,492899190,47871,"{""y"": 31.781200000000148, ""x"": -106.41629999999996}"
366,986047256,21992,"{""y"": 32.31760000000009, ""x"": -106.74489999999997}"
367,472310333,31116,"{""y"": 31.770200000000035, ""x"": -106.30499999999995}"
368,609453824,35903,"{""y"": 31.758700000000083, ""x"": -106.26559999999992}"
369,210973350,28722,"{""y"": 31.89210000000002, ""x"": -102.3475}"
370,940385321,33509,"{""y"": 32.023800000000016, ""x"": -102.14509999999991}"
371,427922977,32988,"{""y"": 35.10030000000009, ""x"": -106.56859999999996}"
372,403955149,39586,"{""y"": 35.186100000000124, ""x"": -106.66449999999999}"
373,396818205,38486,"{""y"": 35.172600000000045, ""x"": -106.58209999999995}"
374,996327896,32988,"{""y"": 35.25240000000009, ""x"": -106.65139999999997}"
375,230019515,1099,"{""y"": 35.08580000000009, ""x"": -106.52779999999996}"
376,230021008,43984,"{""y"": 35.12930000000012, ""x"": -106.54689999999991}"
377,984205690,65976,"{""y"": 35.63960000000009, ""x"": -106.01289999999993}"
378,472028885,20892,"{""y"": 33.427600000000155, ""x"": -104.52179999999996}"
379,609449848,48110,"{""y"": 33.55170000000006, ""x"": -101.94359999999992}"
380,660281353,35903,"{""y"": 33.52820000000008, ""x"": -101.87049999999998}"
381,869891259,28962,"{""y"": 35.186100000000124, ""x"": -101.93429999999996}"
382,404461004,35903,"{""y"": 29.438300000000122, ""x"": -98.64949999999996}"
383,404467907,35903,"{""y"": 29.48770000000005, ""x"": -98.70899999999993}"
384,404472436,35903,"{""y"": 29.548099999999998, ""x"": -98.66339999999994}"
385,404465614,35903,"{""y"": 29.355600000000102, ""x"": -98.54269999999998}"
386,404465615,35903,"{""y"": 29.353500000000093, ""x"": -98.43599999999998}"
387,233297886,59839,"{""y"": 29.492500000000124, ""x"": -98.55129999999997}"
388,895154623,33509,"{""y"": 29.56000000000008, ""x"": -98.58789999999998}"
389,404474581,35903,"{""y"": 29.520200000000074, ""x"": -98.50519999999996}"
390,425508155,35903,"{""y"": 29.48830000000003, ""x"": -98.44549999999997}"
391,404465618,47871,"{""y"": 29.56490000000003, ""x"": -98.48019999999998}"
392,404462208,35903,"{""y"": 29.606700000000085, ""x"": -98.59689999999993}"
393,425508131,2154,"{""y"": 29.612000000000062, ""x"": -98.51019999999995}"
394,404461001,71807,"{""y"": 29.654000000000078, ""x"": -98.44899999999996}"
395,690776877,35903,"{""y"": 29.48360000000001, ""x"": -98.34859999999995}"
396,404474577,47871,"{""y"": 29.568800000000106, ""x"": -98.32729999999994}"
397,404470185,35903,"{""y"": 29.731100000000083, ""x"": -98.0735999999999}"
398,404478206,23696,"{""y"": 29.8461000000001, ""x"": -97.97029999999998}"
399,719405946,35903,"{""y"": 30.01160000000002, ""x"": -97.86399999999996}"
400,653372474,478,"{""y"": 30.161000000000055, ""x"": -97.79009999999992}"
401,404467898,48110,"{""y"": 30.234000000000055, ""x"": -97.82799999999995}"
402,404462207,26329,"{""y"": 30.232800000000093, ""x"": -97.79239999999997}"
403,404462209,28722,"{""y"": 30.31800000000009, ""x"": -97.95039999999993}"
404,366730141,35903,"{""y"": 30.400000000000095, ""x"": -97.85109999999996}"
405,684712318,35903,"{""y"": 30.474700000000034, ""x"": -97.79639999999992}"
406,649663309,35903,"{""y"": 30.528200000000016, ""x"": -97.81289999999994}"
407,230022162,29919,"{""y"": 31.431900000000024, ""x"": -100.50109999999995}"
408,165135633,28722,"{""y"": 32.40560000000005, ""x"": -99.76729999999998}"
409,358580504,17951,"{""y"": 32.72980000000008, ""x"": -97.78709999999997}"
410,404461007,35903,"{""y"": 28.865700000000146, ""x"": -96.99889999999999}"
411,404478200,47871,"{""y"": 30.316300000000123, ""x"": -97.70649999999995}"
412,404467913,31116,"{""y"": 30.36260000000007, ""x"": -97.71569999999993}"
413,404465613,35903,"{""y"": 30.393500000000117, ""x"": -97.74519999999994}"
414,404467254,59839,"{""y"": 30.413600000000052, ""x"": -97.67229999999995}"
415,404463750,23935,"{""y"": 30.47950000000002, ""x"": -97.66959999999992}"
416,688988401,47871,"{""y"": 30.466400000000103, ""x"": -97.59689999999996}"
417,396146797,1196,"{""y"": 30.63290000000012, ""x"": -97.69599999999997}"
418,404472438,35903,"{""y"": 30.610400000000073, ""x"": -96.31499999999996}"
419,404467909,35903,"{""y"": 30.66500000000014, ""x"": -96.3223}"
420,439725200,1196,"{""y"": 30.665800000000022, ""x"": -96.32329999999992}"
421,404470187,26089,"{""y"": 29.05000000000014, ""x"": -95.46489999999994}"
422,404465616,1436,"{""y"": 29.547800000000073, ""x"": -95.75089999999992}"
423,404462204,40690,"{""y"": 29.735800000000015, ""x"": -95.77619999999995}"
424,594074908,35903,"{""y"": 29.596599999999995, ""x"": -95.62739999999995}"
425,404476584,71807,"{""y"": 29.56600000000009, ""x"": -95.56709999999997}"
426,404467903,35903,"{""y"": 29.73290000000009, ""x"": -95.62659999999993}"
427,404465620,35903,"{""y"": 29.7355000000001, ""x"": -95.56779999999995}"
428,404467906,35903,"{""y"": 29.735300000000073, ""x"": -95.51769999999998}"
429,404459538,35903,"{""y"": 29.685900000000082, ""x"": -95.46039999999995}"
430,404458856,23935,"{""y"": 29.553500000000053, ""x"": -95.38569999999996}"
431,586394660,71807,"{""y"": 29.69080000000003, ""x"": -95.41739999999996}"
432,006200901,33509,"{""y"": 29.600900000000024, ""x"": -95.26459999999994}"
433,404478203,1436,"{""y"": 29.453600000000073, ""x"": -95.08119999999998}"
434,404472445,1196,"{""y"": 29.290700000000157, ""x"": -94.84029999999996}"
435,243252749,11967,"{""y"": 29.5365000000001, ""x"": -95.1518}"
436,404470183,33509,"{""y"": 29.540700000000115, ""x"": -95.02259999999997}"
437,404467897,47871,"{""y"": 29.651700000000105, ""x"": -95.15289999999995}"
438,404476586,47871,"{""y"": 29.78260000000003, ""x"": -95.71649999999995}"
439,617841382,37100,"{""y"": 29.877700000000154, ""x"": -95.64689999999993}"
440,404470177,23935,"{""y"": 29.96880000000006, ""x"": -95.6921}"
441,404476583,35903,"{""y"": 29.78300000000011, ""x"": -95.54179999999992}"
442,404467894,718,"{""y"": 29.745200000000125, ""x"": -95.45309999999992}"
443,404465612,38297,"{""y"": 29.849000000000053, ""x"": -95.50239999999997}"
444,404467908,1914,"{""y"": 29.920900000000145, ""x"": -95.60669999999995}"
445,425508162,35903,"{""y"": 29.99970000000013, ""x"": -95.58379999999995}"
446,404460191,35903,"{""y"": 29.969800000000117, ""x"": -95.53110000000001}"
447,404476580,35903,"{""y"": 29.77440000000009, ""x"": -95.38339999999992}"
448,404467902,35903,"{""y"": 30.01760000000013, ""x"": -95.26489999999997}"
449,404472443,35903,"{""y"": 30.091300000000036, ""x"": -95.63949999999993}"
450,404465610,5265,"{""y"": 30.049000000000067, ""x"": -95.43139999999993}"
451,404472449,1914,"{""y"": 30.217500000000054, ""x"": -95.56809999999994}"
452,404461000,39493,"{""y"": 30.169400000000103, ""x"": -95.45309999999992}"
453,404465617,35903,"{""y"": 30.31400000000005, ""x"": -95.47339999999993}"
454,696976372,35903,"{""y"": 30.706900000000108, ""x"": -95.56589999999994}"
455,404470182,35903,"{""y"": 29.998400000000128, ""x"": -95.17269999999995}"
456,404478205,27047,"{""y"": 29.77190000000015, ""x"": -94.97630000000001}"
457,890513831,47871,"{""y"": 31.071500000000157, ""x"": -97.66809999999997}"
458,667525729,35903,"{""y"": 31.092400000000048, ""x"": -97.38409999999996}"
459,227298106,33509,"{""y"": 31.533400000000032, ""x"": -97.19339999999995}"
460,395960156,1675,"{""y"": 32.5225000000001, ""x"": -97.35039999999994}"
461,396146698,71807,"{""y"": 32.67590000000011, ""x"": -97.41329999999991}"
462,686427220,35903,"{""y"": 32.75000000000007, ""x"": -97.43379999999995}"
463,366731347,23935,"{""y"": 32.81170000000002, ""x"": -97.43089999999997}"
464,243105293,59839,"{""y"": 32.590500000000155, ""x"": -97.14229999999993}"
465,616496725,47871,"{""y"": 32.75610000000014, ""x"": -97.35459999999992}"
466,981224116,27526,"{""y"": 32.75830000000015, ""x"": -97.16979999999995}"
467,596300293,43084,"{""y"": 32.683900000000115, ""x"": -97.1357}"
468,637968926,44280,"{""y"": 32.64440000000014, ""x"": -97.06209999999997}"
469,243183191,52658,"{""y"": 32.60170000000002, ""x"": -96.93459999999999}"
470,403696321,28722,"{""y"": 32.67670000000006, ""x"": -97.00939999999997}"
471,578486615,2393,"{""y"": 32.889700000000076, ""x"": -97.2594999999999}"
472,425508191,47871,"{""y"": 32.83650000000016, ""x"": -97.18379999999992}"
473,217064757,47631,"{""y"": 32.90830000000011, ""x"": -97.18809999999995}"
474,243105624,23935,"{""y"": 32.880400000000115, ""x"": -97.10439999999991}"
475,496574013,49068,"{""y"": 32.930900000000136, ""x"": -97.08749999999999}"
476,230024176,35903,"{""y"": 32.83930000000009, ""x"": -96.99079999999998}"
477,439675238,35903,"{""y"": 32.85020000000002, ""x"": -96.97229999999998}"
478,402304220,35903,"{""y"": 32.914000000000115, ""x"": -96.95879999999993}"
479,214970022,65823,"{""y"": 33.067500000000045, ""x"": -97.08309999999992}"
480,682018668,71807,"{""y"": 33.01190000000006, ""x"": -96.97059999999995}"
481,366777241,31834,"{""y"": 32.42180000000006, ""x"": -96.83779999999996}"
482,667509137,35903,"{""y"": 32.64910000000008, ""x"": -96.86449999999995}"
483,482844057,83774,"{""y"": 32.80410000000014, ""x"": -96.79099999999997}"
484,230023780,37339,"{""y"": 32.81090000000009, ""x"": -96.62159999999994}"
485,662947068,32552,"{""y"": 32.86240000000003, ""x"": -96.85429999999998}"
486,261454995,1196,"{""y"": 32.95120000000005, ""x"": -96.8542}"
487,009764846,71807,"{""y"": 32.85690000000009, ""x"": -96.74999999999994}"
488,588444547,59839,"{""y"": 32.86580000000008, ""x"": -96.74509999999998}"
489,008816209,27765,"{""y"": 32.92790000000009, ""x"": -96.81289999999998}"
490,582002945,35903,"{""y"": 33.0304000000001, ""x"": -96.82709999999996}"
491,690861422,47871,"{""y"": 33.066200000000066, ""x"": -96.88649999999994}"
492,243105491,44280,"{""y"": 32.9827000000001, ""x"": -96.76819999999994}"
493,382334076,1675,"{""y"": 32.94030000000005, ""x"": -96.6998}"
494,667525539,35903,"{""y"": 32.90790000000003, ""x"": -96.55760000000001}"
495,217391978,26329,"{""y"": 32.965400000000095, ""x"": -96.64619999999992}"
496,009764465,47871,"{""y"": 33.037400000000105, ""x"": -96.7077}"
497,531289361,3350,"{""y"": 33.09990000000009, ""x"": -96.68159999999993}"
498,401683414,35903,"{""y"": 33.011200000000024, ""x"": -96.59339999999995}"
499,982674871,28722,"{""y"": 32.89360000000011, ""x"": -96.46939999999995}"
500,419022470,31116,"{""y"": 31.314000000000078, ""x"": -94.71979999999996}"
501,651624165,35903,"{""y"": 32.273200000000045, ""x"": -95.30889999999995}"
502,649725280,38297,"{""y"": 32.54820000000013, ""x"": -94.72509999999996}"
503,008816183,33509,"{""y"": 33.86490000000003, ""x"": -98.53389999999993}"
504,433165201,33089,"{""y"": 34.63140000000001, ""x"": -98.49219999999997}"
505,626588552,35903,"{""y"": 33.19130000000013, ""x"": -97.09939999999992}"
506,694542259,35903,"{""y"": 33.17360000000012, ""x"": -96.8445}"
507,561306556,4787,"{""y"": 33.106000000000115, ""x"": -96.80589999999992}"
508,634115695,59839,"{""y"": 33.1289000000001, ""x"": -96.73069999999991}"
509,693763625,5983,"{""y"": 33.128500000000045, ""x"": -96.65459999999993}"
510,646910638,71807,"{""y"": 33.22030000000004, ""x"": -96.63839999999999}"
511,243253952,29919,"{""y"": 33.68020000000008, ""x"": -96.61219999999996}"
512,623820743,83827,"{""y"": 35.235600000000034, ""x"": -97.48319999999998}"
513,684604077,33089,"{""y"": 35.48070000000006, ""x"": -97.76329999999996}"
514,406693643,33089,"{""y"": 35.319800000000015, ""x"": -97.49999999999996}"
515,006201081,33089,"{""y"": 35.41950000000002, ""x"": -97.52889999999995}"
516,673927364,33089,"{""y"": 35.52440000000013, ""x"": -97.56429999999996}"
517,673927430,22059,"{""y"": 35.43680000000005, ""x"": -97.39610000000002}"
518,673927380,30883,"{""y"": 35.55590000000008, ""x"": -97.63949999999991}"
519,673927414,220,"{""y"": 35.61260000000007, ""x"": -97.54769999999995}"
520,213155807,1102,"{""y"": 35.65270000000009, ""x"": -97.46399999999993}"
521,661309328,33089,"{""y"": 36.05630000000009, ""x"": -96.00319999999992}"
522,714967338,69488,"{""y"": 36.01920000000013, ""x"": -95.88419999999994}"
523,006833982,60664,"{""y"": 36.06090000000004, ""x"": -95.85609999999997}"
524,689053569,33089,"{""y"": 36.06690000000015, ""x"": -95.77649999999994}"
525,006209977,2205,"{""y"": 36.13770000000006, ""x"": -95.92049999999995}"
526,396820045,33089,"{""y"": 36.28920000000012, ""x"": -95.84399999999994}"
527,677464000,30917,"{""y"": 35.340600000000116, ""x"": -94.38789999999993}"
528,404478063,30414,"{""y"": 37.08490000000009, ""x"": -94.47409999999994}"
529,483008900,37861,"{""y"": 37.70120000000011, ""x"": -121.7464}"
530,937385128,35495,"{""y"": 37.756900000000044, ""x"": -121.46259999999992}"
531,697900462,35495,"{""y"": 37.808500000000066, ""x"": -121.29869999999994}"
532,231225996,23663,"{""y"": 37.79500000000011, ""x"": -121.19679999999994}"
533,886549757,41411,"{""y"": 37.6913000000001, ""x"": -121.06229999999996}"
534,230021446,40228,"{""y"": 37.687500000000036, ""x"": -120.99589999999992}"
535,371838764,1183,"{""y"": 37.71330000000013, ""x"": -120.95269999999996}"
536,239572175,59158,"{""y"": 37.96180000000003, ""x"": -121.7388}"
537,402304013,35495,"{""y"": 38.05130000000004, ""x"": -121.37509999999999}"
538,697898765,35495,"{""y"": 38.42570000000012, ""x"": -121.41569999999997}"
539,708440706,35495,"{""y"": 37.99170000000006, ""x"": -121.31459999999998}"
540,402733261,33129,"{""y"": 38.115600000000065, ""x"": -121.30379999999995}"
541,576337273,946,"{""y"": 37.5198000000001, ""x"": -120.88089999999991}"
542,719665176,4732,"{""y"": 38.554100000000055, ""x"": -121.69959999999998}"
543,719665101,39281,"{""y"": 38.67220000000005, ""x"": -121.7247}"
544,719680878,35495,"{""y"": 38.54940000000012, ""x"": -121.53619999999995}"
545,230020497,59158,"{""y"": 38.45730000000001, ""x"": -121.4149999999999}"
546,403132276,35495,"{""y"": 38.54920000000018, ""x"": -121.42609999999995}"
547,404465238,56792,"{""y"": 38.56210000000005, ""x"": -121.49729999999995}"
548,719711541,35495,"{""y"": 38.640800000000034, ""x"": -121.4987}"
549,719711558,47327,"{""y"": 38.60040000000002, ""x"": -121.4014999999999}"
550,632381752,35495,"{""y"": 38.66180000000012, ""x"": -121.34909999999996}"
551,403565129,35495,"{""y"": 38.59530000000008, ""x"": -121.28459999999995}"
552,974424970,236,"{""y"": 38.67260000000004, ""x"": -121.27369999999993}"
553,997534375,61525,"{""y"": 38.671500000000016, ""x"": -121.15269999999998}"
554,649595345,35495,"{""y"": 38.6500000000001, ""x"": -121.06229999999996}"
555,230024887,52059,"{""y"": 38.745600000000074, ""x"": -121.25459999999998}"
556,241358027,52059,"{""y"": 38.79090000000012, ""x"": -121.28959999999995}"
557,435039878,35495,"{""y"": 38.807800000000064, ""x"": -121.21279999999994}"
558,404471959,1183,"{""y"": 38.87020000000007, ""x"": -121.30369999999994}"
559,719665135,29816,"{""y"": 39.14620000000014, ""x"": -121.63279999999996}"
560,404479304,65074,"{""y"": 38.942300000000074, ""x"": -121.09519999999998}"
561,659294508,21088,"{""y"": 39.10030000000008, ""x"": -119.77759999999992}"
562,856479936,32803,"{""y"": 39.46580000000009, ""x"": -119.77929999999998}"
563,169688629,28117,"{""y"": 39.53370000000013, ""x"": -119.71769999999995}"
564,958692394,21527,"{""y"": 44.102000000000025, ""x"": -121.2997999999999}"
565,630338556,33498,"{""y"": 43.609600000000064, ""x"": -116.58949999999997}"
566,403846751,37295,"{""y"": 43.6104, ""x"": -116.28599999999993}"
567,587985565,1116,"{""y"": 43.66160000000012, ""x"": -116.35249999999995}"
568,239890619,39376,"{""y"": 40.377000000000095, ""x"": -111.8140999999999}"
569,977381847,1800,"{""y"": 40.29570000000006, ""x"": -111.69879999999995}"
570,654325760,38251,"{""y"": 40.541900000000076, ""x"": -111.97819999999999}"
571,637318338,33751,"{""y"": 40.61040000000001, ""x"": -111.98629999999993}"
572,510261647,37351,"{""y"": 40.62850000000003, ""x"": -111.9405}"
573,425487776,33751,"{""y"": 40.7137000000001, ""x"": -112.02289999999995}"
574,967004482,33751,"{""y"": 40.567100000000025, ""x"": -111.89209999999994}"
575,243252814,67503,"{""y"": 40.62250000000006, ""x"": -111.84989999999998}"
576,403127953,33751,"{""y"": 40.744600000000084, ""x"": -111.90239999999996}"
577,928490192,56252,"{""y"": 40.918400000000176, ""x"": -111.88729999999995}"
578,705338816,33751,"{""y"": 41.08790000000003, ""x"": -111.98109999999997}"
579,645354002,33751,"{""y"": 41.1757000000001, ""x"": -112.00739999999998}"
580,668731961,33025,"{""y"": 39.09010000000011, ""x"": -108.60429999999997}"
581,396149387,1563,"{""y"": 42.59020000000001, ""x"": -114.46009999999994}"
582,982872475,29032,"{""y"": 43.47780000000011, ""x"": -111.98329999999996}"
583,959159245,27036,"{""y"": 46.60640000000005, ""x"": -120.48969999999994}"
584,653372755,24803,"{""y"": 46.25850000000001, ""x"": -119.3126}"
585,462059767,21083,"{""y"": 46.22180000000005, ""x"": -119.22189999999995}"
586,988817326,24555,"{""y"": 47.43800000000011, ""x"": -120.32769999999996}"
587,706197465,37205,"{""y"": 47.60850000000006, ""x"": -117.36809999999994}"
588,440546430,49607,"{""y"": 47.746600000000086, ""x"": -117.40479999999994}"
589,497547000,39686,"{""y"": 47.656100000000045, ""x"": -117.219}"
590,453439531,26798,"{""y"": 47.734600000000064, ""x"": -116.79139999999992}"
591,532013901,43661,"{""y"": 46.887900000000066, ""x"": -114.03729999999996}"
592,570938902,32746,"{""y"": 46.620100000000065, ""x"": -112.02089999999997}"
593,227593589,28379,"{""y"": 48.23590000000012, ""x"": -114.33049999999996}"
594,544370687,32746,"{""y"": 45.711000000000105, ""x"": -111.07129999999991}"
595,149279986,30562,"{""y"": 45.77080000000006, ""x"": -108.58269999999997}"
596,425508142,32746,"{""y"": 45.80610000000007, ""x"": -108.47269999999993}"
597,312395437,24013,"{""y"": 47.49330000000002, ""x"": -111.27179999999998}"
598,652138488,33025,"{""y"": 38.44450000000005, ""x"": -107.86849999999997}"
599,181252941,23117,"{""y"": 38.79280000000009, ""x"": -104.80119999999995}"
600,630485308,44033,"{""y"": 38.905900000000095, ""x"": -104.77939999999997}"
601,215624131,88287,"{""y"": 38.88800000000008, ""x"": -104.71829999999994}"
602,663686830,44033,"{""y"": 38.974000000000046, ""x"": -104.74549999999998}"
603,390289171,22016,"{""y"": 39.40790000000006, ""x"": -104.85609999999996}"
604,369231923,33025,"{""y"": 39.555500000000066, ""x"": -107.34369999999996}"
605,236468419,33025,"{""y"": 39.637500000000024, ""x"": -106.07789999999993}"
606,165647462,46235,"{""y"": 39.61070000000012, ""x"": -105.10169999999991}"
607,435319830,33025,"{""y"": 39.73480000000009, ""x"": -105.159}"
608,404215388,33025,"{""y"": 39.707700000000045, ""x"": -105.07899999999994}"
609,390391415,33025,"{""y"": 39.788100000000064, ""x"": -105.11229999999992}"
610,006200711,48436,"{""y"": 39.84020000000004, ""x"": -105.08539999999998}"
611,390391365,44033,"{""y"": 39.886600000000115, ""x"": -105.07859999999994}"
612,705338801,33025,"{""y"": 39.547900000000006, ""x"": -105.00509999999997}"
613,502249493,44033,"{""y"": 39.56520000000006, ""x"": -104.96589999999995}"
614,165828252,28621,"{""y"": 39.53490000000012, ""x"": -104.88419999999998}"
615,691291249,33025,"{""y"": 39.650000000000084, ""x"": -105.00919999999996}"
616,502246556,30823,"{""y"": 39.59320000000005, ""x"": -104.88189999999993}"
617,428079558,33025,"{""y"": 39.65320000000004, ""x"": -104.9004}"
618,238237291,29282,"{""y"": 39.6909000000001, ""x"": -104.86349999999997}"
619,625703830,33025,"{""y"": 39.5134000000001, ""x"": -104.77379999999991}"
620,691283469,33025,"{""y"": 39.592000000000105, ""x"": -104.80449999999998}"
621,230176257,38529,"{""y"": 39.636700000000054, ""x"": -104.79019999999996}"
622,390391324,33025,"{""y"": 39.58150000000008, ""x"": -104.72219999999999}"
623,653371898,33025,"{""y"": 39.74760000000005, ""x"": -105.05329999999998}"
624,261596084,44033,"{""y"": 39.708500000000114, ""x"": -104.93789999999996}"
625,679103069,33025,"{""y"": 39.78550000000009, ""x"": -104.89579999999998}"
626,403770688,30823,"{""y"": 39.91600000000003, ""x"": -104.97439999999995}"
627,207105149,66050,"{""y"": 39.715100000000035, ""x"": -104.82169999999998}"
628,009768144,1100,"{""y"": 40.02180000000006, ""x"": -105.25659999999999}"
629,398282681,33025,"{""y"": 39.95570000000007, ""x"": -105.16979999999997}"
630,630308872,1541,"{""y"": 40.15340000000007, ""x"": -105.13329999999999}"
631,625703848,44033,"{""y"": 39.959000000000046, ""x"": -104.99519999999993}"
632,662553718,1100,"{""y"": 39.9556000000001, ""x"": -104.777}"
633,510448574,30823,"{""y"": 40.409100000000116, ""x"": -105.00399999999993}"
634,243187978,33025,"{""y"": 40.39370000000008, ""x"": -104.74999999999996}"
635,008815359,44033,"{""y"": 40.52850000000006, ""x"": -105.07729999999997}"
636,693524787,33025,"{""y"": 40.52550000000012, ""x"": -105.02349999999993}"
637,230023095,24474,"{""y"": 41.16170000000004, ""x"": -104.80009999999999}"
638,866257124,22016,"{""y"": 38.3031, ""x"": -104.60579999999999}"
639,166906123,34264,"{""y"": 42.84690000000004, ""x"": -106.27009999999997}"
640,465713634,20352,"{""y"": 41.867200000000054, ""x"": -103.64119999999997}"
641,684693799,31674,"{""y"": 44.098700000000086, ""x"": -103.18869999999995}"
642,416630879,20197,"{""y"": 37.97930000000007, ""x"": -100.84259999999993}"
643,413956434,22216,"{""y"": 38.07090000000002, ""x"": -97.89889999999994}"
644,416975845,24637,"{""y"": 40.72210000000007, ""x"": -99.08569999999997}"
645,404474307,20197,"{""y"": 37.732600000000055, ""x"": -97.46479999999997}"
646,404474310,1009,"{""y"": 37.67820000000013, ""x"": -97.43129999999994}"
647,698303963,30295,"{""y"": 37.56850000000001, ""x"": -97.24189999999997}"
648,404469966,40394,"{""y"": 37.72430000000009, ""x"": -97.21159999999995}"
649,412111015,20197,"{""y"": 38.7843000000001, ""x"": -97.60939999999991}"
650,404476315,30295,"{""y"": 39.17190000000003, ""x"": -96.60569999999994}"
651,663333524,30295,"{""y"": 38.925800000000024, ""x"": -95.26089999999995}"
652,404463632,24236,"{""y"": 39.028800000000125, ""x"": -95.76209999999999}"
653,373101344,30295,"{""y"": 38.848900000000114, ""x"": -94.81989999999996}"
654,697029833,30295,"{""y"": 38.85370000000011, ""x"": -94.68199999999993}"
655,404472204,60591,"{""y"": 38.9127, ""x"": -94.76529999999995}"
656,974714198,30295,"{""y"": 38.90790000000011, ""x"": -94.67459999999996}"
657,404474410,39074,"{""y"": 38.88010000000002, ""x"": -94.60689999999994}"
658,215216383,6336,"{""y"": 38.815700000000035, ""x"": -94.51599999999998}"
659,404467739,5702,"{""y"": 38.92640000000005, ""x"": -94.41139999999994}"
660,404467666,30295,"{""y"": 39.12630000000008, ""x"": -94.83009999999992}"
661,396819104,30295,"{""y"": 38.950500000000034, ""x"": -94.71989999999994}"
662,404458843,30295,"{""y"": 39.01060000000007, ""x"": -94.76799999999997}"
663,425508043,42242,"{""y"": 38.97100000000003, ""x"": -94.60679999999996}"
664,404469970,30295,"{""y"": 39.01790000000007, ""x"": -94.66549999999995}"
665,438977026,30295,"{""y"": 39.11940000000006, ""x"": -94.62379999999995}"
666,542403779,25345,"{""y"": 39.04840000000005, ""x"": -94.36960000000002}"
667,213286750,21121,"{""y"": 39.17340000000014, ""x"": -94.53589999999996}"
668,404467746,31682,"{""y"": 39.258900000000104, ""x"": -94.65309999999992}"
669,641308838,21121,"{""y"": 39.24860000000013, ""x"": -94.59529999999994}"
670,223566068,31682,"{""y"": 39.24490000000004, ""x"": -94.46499999999995}"
671,634814701,32135,"{""y"": 40.72820000000005, ""x"": -96.66539999999998}"
672,418402418,19281,"{""y"": 40.75950000000011, ""x"": -96.64419999999994}"
673,404478080,37491,"{""y"": 40.81620000000003, ""x"": -96.65489999999994}"
674,675635122,48631,"{""y"": 41.23580000000002, ""x"": -96.19339999999991}"
675,404474444,1285,"{""y"": 41.289700000000046, ""x"": -96.17969999999997}"
676,665764155,27850,"{""y"": 41.214100000000066, ""x"": -96.10869999999991}"
677,413653189,85694,"{""y"": 41.294200000000046, ""x"": -96.11699999999995}"
678,404473455,21121,"{""y"": 39.8134000000001, ""x"": -94.81499999999994}"
679,404467767,21423,"{""y"": 41.1409000000001, ""x"": -95.96819999999997}"
680,404465491,5998,"{""y"": 41.16520000000006, ""x"": -96.04489999999998}"
681,404478081,32135,"{""y"": 41.26080000000011, ""x"": -96.02479999999994}"
682,649350188,32135,"{""y"": 41.319300000000126, ""x"": -96.027}"
683,404477939,19383,"{""y"": 41.221000000000075, ""x"": -95.83779999999993}"
684,499071272,21423,"{""y"": 42.01980000000004, ""x"": -97.43019999999997}"
685,404467619,29075,"{""y"": 42.45160000000003, ""x"": -96.33249999999997}"
686,404470169,1055,"{""y"": 43.51190000000007, ""x"": -96.77099999999994}"
687,719383713,31674,"{""y"": 43.53860000000002, ""x"": -96.65479999999997}"
688,488396854,21116,"{""y"": 44.89000000000008, ""x"": -97.08149999999993}"
689,538552431,30523,"{""y"": 44.29350000000003, ""x"": -94.44369999999994}"
690,404478054,26453,"{""y"": 45.09800000000011, ""x"": -95.04109999999996}"
691,538509530,26453,"{""y"": 44.8571000000001, ""x"": -94.37559999999993}"
692,008815581,29281,"{""y"": 48.207100000000054, ""x"": -101.30759999999995}"
693,404470063,42039,"{""y"": 46.79880000000009, ""x"": -100.78319999999995}"
694,404474566,25339,"{""y"": 45.45730000000007, ""x"": -98.44009999999997}"
695,404472297,30523,"{""y"": 46.291200000000124, ""x"": -96.11379999999996}"
696,404474440,41830,"{""y"": 46.86050000000012, ""x"": -96.85229999999996}"
697,451339576,28488,"{""y"": 46.87540000000011, ""x"": -96.72839999999994}"
698,404470043,32558,"{""y"": 45.85030000000011, ""x"": -95.38989999999994}"
699,243189685,62745,"{""y"": 47.88700000000008, ""x"": -97.07989999999992}"
700,404460949,32558,"{""y"": 47.49510000000003, ""x"": -94.9095}"
701,969626399,33889,"{""y"": 26.209200000000042, ""x"": -81.77099999999996}"
702,482013885,22593,"{""y"": 27.051600000000114, ""x"": -82.39119999999994}"
